"KEY","CODE","DESCRIPTION","TABLE_NAME","TEXT","TITLE",
"cashFlowForecast","PM_60_50_12","","PM Project Management","cash flow forecast","Cash flow forecast",
"compensationEvent","PM_60_50_16","","PM Project Management","compensation event","Compensation event",
"completionCertificate","PM_60_50_17","","PM Project Management","completion certificate","Completion certificate",
"contractChangeToForecast","PM_60_50_19","","PM Project Management","contract change to forecast","Contract change to forecast",
"contractInstruction","PM_60_50_20","","PM Project Management","contract instruction","Contract instruction",
"costEstimate","PM_60_50_23","","PM Project Management","cost estimate","Cost estimate",
"costForecast","PM_60_50_25","","PM Project Management","cost forecast","Cost forecast",
"costInformationReport","PM_60_50_27","","PM Project Management","cost information report","Cost information report",
"feeNote","PM_60_50_35","","PM Project Management","fee note","Fee note",
"financialReport","PM_60_50_37","","PM Project Management","financial report","Financial report",
"milestonePaymentSchedule","PM_60_50_50","","PM Project Management","milestone payment schedule","Milestone payment schedule",
"order","PM_60_50_58","","PM Project Management","order","Order",
"paymentApplication","PM_60_50_60","","PM Project Management","payment application","Payment application",
"paymentCertificate","PM_60_50_62","","PM Project Management","payment certificate","Payment certificate",
"pricingDocument","PM_60_50_63","","PM Project Management","pricing document","Pricing document",
"purchasingProtocol","PM_60_50_67","","PM Project Management","purchasing protocol","Purchasing protocol",
"quotation","PM_60_50_69","","PM Project Management","quotation","Quotation",
"technicalQuery","PM_60_50_88","","PM Project Management","technical query","Technical query",
"timesheet","PM_60_50_90","","PM Project Management","timesheet","Timesheet",
"contractSupportInformation","PM_60_60","","PM Project Management","contract support information","Contract support information",
"contractContactsList","PM_60_60_15","","PM Project Management","contract contacts list","Contract contacts list",
"environmentalProtectionInformation","PM_60_60_26","","PM Project Management","environmental protection information","Environmental protection information",
"insurancePoliciesAndRecords","PM_60_60_40","","PM Project Management","insurance policies and records","Insurance policies and records",
"liftingPlan","PM_60_60_44","","PM Project Management","lifting plan","Lifting plan",
"permitToWork","PM_60_60_55","","PM Project Management","permit to work","Permit to work",
"siteCommunicationPlan","PM_60_60_58","","PM Project Management","site communication plan","Site communication plan",
"siteControlAndProtectionInformation","PM_60_60_60","","PM Project Management","site control and protection information","Site control and protection information",
"siteOrganizationChart","PM_60_60_63","","PM Project Management","site organization chart","Site organization chart",
"highVoltageLiquidImmersedTransformers","Pr_60_70_36_30","","Pr Products","high-voltage liquid-immersed transformers","High-voltage liquid-immersed transformers",
"highVoltageFuses","Pr_60_70_36_37","","Pr Products","high-voltage fuses","High-voltage fuses",
"highVoltageInductiveVoltageTransformers","Pr_60_70_36_41","","Pr Products","high-voltage inductive voltage transformers","High-voltage inductive voltage transformers",
"highVoltageModularSwitchboards","Pr_60_70_36_53","","Pr Products","high-voltage modular switchboards","High-voltage modular switchboards",
"highVoltageNeutralEarthResistorPanels","Pr_60_70_36_56","","Pr Products","high-voltage neutral earth resistor panels","High-voltage neutral earth resistor panels",
"highVoltageOpticalCurrentTransformers","Pr_60_70_36_58","","Pr Products","high-voltage optical current transformers","High-voltage optical current transformers",
"highVoltageRectiformers","Pr_60_70_36_70","","Pr Products","high-voltage rectiformers","High-voltage rectiformers",
"highVoltageRingMainUnits","Pr_60_70_36_72","","Pr Products","high-voltage ring main units","High-voltage ring main units",
"highVoltageSwitchDisconnectors","Pr_60_70_36_80","","Pr Products","high-voltage switch-disconnectors","High-voltage switch-disconnectors",
"highVoltageSwitchFuseCombinations","Pr_60_70_36_81","","Pr Products","high-voltage switch-fuse combinations","High-voltage switch-fuse combinations",
"highVoltageSwitches","Pr_60_70_36_82","","Pr Products","high-voltage switches","High-voltage switches",
"highVoltageSwitchgearProtectionAndControlModules","Pr_60_70_36_83","","Pr Products","high-voltage switchgear protection and control modules","High-voltage switchgear protection and control modules",
"highVoltageVacuumCircuitBreakerPanels","Pr_60_70_36_94","","Pr Products","high-voltage vacuum circuit breaker panels","High-voltage vacuum circuit breaker panels",
"lowVoltageSwitchgear","Pr_60_70_48","","Pr Products","low-voltage switchgear","Low-voltage switchgear",
"automaticTransferSwitchingEquipment","Pr_60_70_48_05","","Pr Products","automatic transfer switching equipment","Automatic transfer switching equipment (TSE)",
"busbarChambers","Pr_60_70_48_06","","Pr Products","busbar chambers","Busbar chambers",
"busbarTrunkingFeedUnits","Pr_60_70_48_07","","Pr Products","busbar trunking feed units","Busbar trunking feed units",
"busbarTrunkingFireBarrierUnits","Pr_60_70_48_08","","Pr Products","busbar trunking fire barrier units","Busbar trunking fire barrier units",
"busbarTrunkingTapOffUnits","Pr_60_70_48_09","","Pr Products","busbar trunking tap-off units","Busbar trunking tap-off units",
"electromechanicalRelays","Pr_60_70_48_26","","Pr Products","electromechanical relays","Electromechanical relays",
"electricalCutOuts","Pr_60_70_48_27","","Pr Products","electrical cut-outs","Electrical cut-outs",
"fireman’sEmergencySwitches","Pr_60_70_48_30","","Pr Products","fireman’s emergency switches","Fireman’s emergency switches",
"lowVoltageFuseSwitchDisconnectors","Pr_60_70_48_44","","Pr Products","low-voltage fuse-switch-disconnectors","Low-voltage fuse-switch-disconnectors",
"lowVoltageSwitchDisconnectorFuses","Pr_60_70_48_46","","Pr Products","low-voltage switch-disconnector fuses","Low-voltage switch-disconnector fuses",
"lowVoltageSwitchDisconnectors","Pr_60_70_48_47","","Pr Products","low-voltage switch-disconnectors","Low-voltage switch-disconnectors",
"lowVoltageSwitches","Pr_60_70_48_48","","Pr Products","low-voltage switches","Low-voltage switches",
"lowVoltageSwitchgearTrippingUnits","Pr_60_70_48_49","","Pr Products","low-voltage switchgear tripping units","Low-voltage switchgear tripping units",
"manualChangeoverSwitches","Pr_60_70_48_52","","Pr Products","manual changeover switches","Manual changeover switches",
"photovoltaicArrayJunctionBoxes","Pr_60_70_48_62","","Pr Products","photovoltaic array junction boxes","Photovoltaic array junction boxes",
"photovoltaicGeneratorJunctionBoxes","Pr_60_70_48_63","","Pr Products","photovoltaic generator junction boxes","Photovoltaic generator junction boxes",
"powerBusbarTrunking","Pr_60_70_48_66","","Pr Products","power busbar trunking","Power busbar trunking",
"powertrack","Pr_60_70_48_68","","Pr Products","powertrack","Powertrack",
"powertrackFeedUnits","Pr_60_70_48_69","","Pr Products","powertrack feed units","Powertrack feed units",
"powertrackTapOffUnits","Pr_60_70_48_70","","Pr Products","powertrack tap-off units","Powertrack tap-off units",
"transferSwitchingEquipment","Pr_60_70_48_88","","Pr Products","transfer switching equipment","Transfer switching equipment (TSE)",
"trappedKeyInterlocks","Pr_60_70_48_90","","Pr Products","trapped key interlocks","Trapped key interlocks",
"powerConditioningSupplyEquipment","Pr_60_70_64","","Pr Products","power conditioning supply equipment","Power conditioning supply equipment",
"directCurrent","Pr_60_70_64_22","","Pr Products","direct current","Direct current (d.c.) switch mode power supply units",
"staticFrequencyConverters","Pr_60_70_64_84","","Pr Products","static frequency converters","Static frequency converters",
"staticInverterPowerSupplyUnits","Pr_60_70_64_86","","Pr Products","static inverter power supply units","Static inverter power supply units",
"uninterruptiblePowerSupply","Pr_60_70_64_93","","Pr Products","uninterruptible power supply","Uninterruptible power supply (UPS) units",
"uninterruptiblePowerSupply","Pr_60_70_64_94","","Pr Products","uninterruptible power supply","Uninterruptible power supply (UPS) remote alarm panels",
"powerGeneratorsEnginesAndPackagedCombinedHeatAndPower","Pr_60_70_65","","Pr Products","power generators, engines and packaged combined heat and power","Power generators, engines and packaged combined heat and power (CHP) units",
"alternators","Pr_60_70_65_03","","Pr Products","alternators","Alternators",
"automaticVoltageRegulators","Pr_60_70_65_05","","Pr Products","automatic voltage regulators","Automatic voltage regulators",
"engineExhausts","Pr_60_70_65_27","","Pr Products","engine exhausts","Engine exhausts",
"fuelCells","Pr_60_70_65_30","","Pr Products","fuel cells","Fuel cells",
"gasTurbines","Pr_60_70_65_32","","Pr Products","gas turbines","Gas turbines (CCGT)",
"generatorControlPanels","Pr_60_70_65_33","","Pr Products","generator control panels","Generator control panels",
"generatorSets","Pr_60_70_65_34","","Pr Products","generator sets","Generator sets",
"governors","Pr_60_70_65_35","","Pr Products","governors","Governors",
"generatorInternalCombustionEngines","Pr_60_70_65_36","","Pr Products","generator internal combustion engines","Generator internal combustion engines",
"horizontalAxisWindTurbines","Pr_60_70_65_37","","Pr Products","horizontal axis wind turbines","Horizontal axis wind turbines (HAWT)",
"hydroTurbines","Pr_60_70_65_39","","Pr Products","hydro turbines","Hydro turbines",
"loadBanks","Pr_60_70_65_47","","Pr Products","load banks","Load banks",
"offshoreWindTurbines","Pr_60_70_65_58","","Pr Products","offshore wind turbines","Offshore wind turbines",
"onshoreWindTurbines","Pr_60_70_65_59","","Pr Products","onshore wind turbines","Onshore wind turbines",
"packagedCombinedHeatAndPower","Pr_60_70_65_60","","Pr Products","packaged combined heat and power","Packaged combined heat and power (CHP) units",
"photovoltaicModules","Pr_60_70_65_63","","Pr Products","photovoltaic modules","Photovoltaic modules",
"verticalAxisWindTurbines","Pr_60_70_65_94","","Pr Products","vertical axis wind turbines","Vertical axis wind turbines (VAWT)",
"earthingConductors","Pr_65_70_46_30","","Pr Products","earthing conductors","Earthing conductors",
"flexibleBraids","Pr_65_70_46_32","","Pr Products","flexible braids","Flexible braids",
"lightningProtectionConductorClamps","Pr_65_70_46_46","","Pr Products","lightning protection conductor clamps","Lightning protection conductor clamps",
"lightningProtectionConductorMetallicDirectContactClips","Pr_65_70_46_47","","Pr Products","lightning protection conductor metallic direct contact clips","Lightning protection conductor metallic direct contact clips",
"lightningProtectionConductorNonMetallicDirectContactClips","Pr_65_70_46_48","","Pr Products","lightning protection conductor non-metallic direct contact clips","Lightning protection conductor non-metallic direct contact clips",
"soilConditioningConductiveAgents","Pr_65_70_46_80","","Pr Products","soil conditioning conductive agents","Soil conditioning conductive agents",
"lowVoltageCables","Pr_65_70_48","","Pr Products","low-voltage cables","Low-voltage cables",
"crossLinkedEthyleneVinylAcetate","Pr_65_70_48_13","","Pr Products","cross-linked ethylene vinyl acetate","Cross-linked ethylene vinyl acetate (EVA)-insulated non-sheathed single-core cables",
"crossLinkedSiliconeRubberInsulatedSingleCoreCables","Pr_65_70_48_14","","Pr Products","cross-linked silicone rubber-insulated single-core cables","Cross-linked silicone rubber-insulated single-core cables",
"crossLinkedPolyolefinInsulatedLowSmokeHalogenFree","Pr_65_70_48_15","","Pr Products","cross-linked polyolefin-insulated low-smoke halogen-free","Cross-linked polyolefin-insulated low-smoke halogen-free (LSHF) non-sheathed single-core cables",
"fireResistantScreenedLowSmokeHalogenFree","Pr_65_70_48_29","","Pr Products","fire-resistant screened low-smoke halogen-free","Fire-resistant screened low-smoke halogen-free (LSHF) cables",
"crossLinkedElastomericInsulatedFlexibleCables","Pr_65_70_48_31","","Pr Products","cross-linked elastomeric-insulated flexible cables","Cross-linked elastomeric-insulated flexible cables",
"thermoplasticPolyvinylChloride","Pr_65_70_48_32","","Pr Products","thermoplastic polyvinyl chloride","Thermoplastic polyvinyl chloride (PVC)-insulated flexible cables",
"crossLinkedElastomericInsulatedHeatResistantSingleCoreNonSheathedCables","Pr_65_70_48_37","","Pr Products","cross-linked elastomeric-insulated heat-resistant single-core non-sheathed cables","Cross-linked elastomeric-insulated heat-resistant single-core non-sheathed cables",
"heavyDutyCrossLinkedElastomericInsulatedAndSheathedFlexibleCables","Pr_65_70_48_38","","Pr Products","heavy-duty cross-linked elastomeric-insulated and sheathed flexible cables","Heavy-duty cross-linked elastomeric-insulated and sheathed flexible cables",
"heavyDutyCrossLinkedElastomericInsulatedAndSheathedHeatResistantFlexibleSingleCoreCables","Pr_65_70_48_39","","Pr Products","heavy-duty cross-linked elastomeric-insulated and sheathed heat-resistant flexible single-core cables","Heavy-duty cross-linked elastomeric-insulated and sheathed heat-resistant flexible single-core cables",
"heavyDutyLowSmokeHalogenFree","Pr_65_70_48_40","","Pr Products","heavy-duty low-smoke halogen-free","Heavy-duty low-smoke halogen-free (LSHF) insulated and sheathed heat-resistant flexible cables",
"heavyDutyMineralInsulatedCables","Pr_65_70_48_41","","Pr Products","heavy-duty mineral-insulated cables","Heavy-duty mineral-insulated cables",
"lightDutyPolyvinylChloride","Pr_65_70_48_46","","Pr Products","light-duty polyvinyl chloride","Light-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables",
"lightDutyMineralInsulatedCables","Pr_65_70_48_48","","Pr Products","light-duty mineral-insulated cables","Light-duty mineral-insulated cables",
"lightDutyPolyvinylChloride","Pr_65_70_48_49","","Pr Products","light-duty polyvinyl chloride","Light-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables",
"lowVoltageColdShrinkCableJoints","Pr_65_70_48_50","","Pr Products","low-voltage cold shrink cable joints","Low-voltage cold shrink cable joints",
"ordinaryDutyCrossLinkedElastomericInsulatedThermoplasticPolyurethane","Pr_65_70_48_54","","Pr Products","ordinary-duty cross-linked elastomeric-insulated thermoplastic polyurethane","Ordinary-duty cross-linked elastomeric-insulated thermoplastic polyurethane (TPU)-sheathed heat-resistant flexible cables",
"crossLinkedElastomericInsulatedAndThermoplasticSheathedLowSmokeHalogenFree","Pr_65_70_48_55","","Pr Products","cross-linked elastomeric-insulated and thermoplastic-sheathed low-smoke halogen-free","Cross-linked elastomeric-insulated and thermoplastic-sheathed low-smoke halogen-free (LSHF) screened multicore cables",
"ordinaryDutyCrossLinkedElastomericInsulatedAndSheathedFlexibleCables","Pr_65_70_48_56","","Pr Products","ordinary-duty cross-linked elastomeric-insulated and sheathed flexible cables","Ordinary-duty cross-linked elastomeric-insulated and sheathed flexible cables",
"ordinaryDutyCrossLinkedElastomericInsulatedAndSheathedHeatResistantFlexibleCables","Pr_65_70_48_57","","Pr Products","ordinary-duty cross-linked elastomeric-insulated and sheathed heat-resistant flexible cables","Ordinary-duty cross-linked elastomeric-insulated and sheathed heat-resistant flexible cables",
"ordinaryDutyPolyvinylChloride","Pr_65_70_48_58","","Pr Products","ordinary-duty polyvinyl chloride","Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables",
"ordinaryDutyPolyvinylChloride","Pr_65_70_48_59","","Pr Products","ordinary-duty polyvinyl chloride","Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables",
"ordinaryDutyPolyvinylChloride","Pr_65_70_48_60","","Pr Products","ordinary-duty polyvinyl chloride","Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables",
"polyvinylChloride","Pr_65_70_48_61","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC)-insulated and sheathed cables",
"polyvinylChloride","Pr_65_70_48_62","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC)-insulated flexible single-core cables for switchgear and controlgear wiring",
"polyvinylChloride","Pr_65_70_48_63","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC)-insulated non-sheathed single-core cables",
"heavyDutyCrossLinkedElastomericInsulatedAndSheathedLowSmokeHalogenFree","Pr_65_70_48_73","","Pr Products","heavy-duty cross-linked elastomeric-insulated and sheathed low-smoke halogen-free","Heavy-duty cross-linked elastomeric-insulated and sheathed low-smoke halogen-free (LSHF) heat-resistant flexible single-core cables",
"polyvinylChloride","Pr_65_70_48_74","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC)-insulated non-sheathed heat-resistant single-core cables",
"lowSmokeHalogenFree","Pr_65_70_48_75","","Pr Products","low-smoke halogen-free","Low-smoke halogen-free (LSHF) insulated single-core non-sheathed cables",
"polyvinylChloride","Pr_65_70_48_77","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC)-insulated single-core cables",
"splitConcentricCables","Pr_65_70_48_79","","Pr Products","split concentric cables","Split concentric cables",
"mechanicalTraceHeatingThermostats","Pr_75_50_76_51","","Pr Products","mechanical trace heating thermostats","Mechanical trace heating thermostats",
"microseismicSensors","Pr_75_50_76_53","","Pr Products","microseismic sensors","Microseismic sensors",
"overheightVehicleDetection","Pr_75_50_76_57","","Pr Products","overheight vehicle detection","Overheight vehicle detection (OHVD) sensors",
"occupancyDetectors","Pr_75_50_76_58","","Pr Products","occupancy detectors","Occupancy detectors",
"passiveInfrared","Pr_75_50_76_59","","Pr Products","passive infrared","Passive infrared (PIR) sensors",
"phValueSensors","Pr_75_50_76_60","","Pr Products","ph value sensors","pH value sensors",
"phSensors","Pr_75_50_76_61","","Pr Products","ph sensors","pH sensors",
"photoelectricSensors","Pr_75_50_76_63","","Pr Products","photoelectric sensors","Photoelectric sensors",
"pointCarbonMonoxideDetectors","Pr_75_50_76_65","","Pr Products","point carbon monoxide detectors","Point carbon monoxide detectors",
"pressureSensors","Pr_75_50_76_68","","Pr Products","pressure sensors","Pressure sensors",
"relativeHumiditySensors","Pr_75_50_76_71","","Pr Products","relative humidity sensors","Relative humidity sensors",
"residualChlorineSensors","Pr_75_50_76_72","","Pr Products","residual chlorine sensors","Residual chlorine sensors",
"roomTemperatureSensors","Pr_75_50_76_73","","Pr Products","room temperature sensors","Room temperature sensors",
"salinitySensors","Pr_75_50_76_77","","Pr Products","salinity sensors","Salinity sensors",
"sludgeDensitySensors","Pr_75_50_76_80","","Pr Products","sludge density sensors","Sludge density sensors",
"steamAndCondensateSensorChambers","Pr_75_50_76_83","","Pr Products","steam and condensate sensor chambers","Steam and condensate sensor chambers",
"steamAndCondensateSensors","Pr_75_50_76_84","","Pr Products","steam and condensate sensors","Steam and condensate sensors",
"suspendedSolidsSensors","Pr_75_50_76_86","","Pr Products","suspended solids sensors","Suspended solids sensors",
"tiltSensorNodes","Pr_75_50_76_87","","Pr Products","tilt sensor nodes","Tilt sensor nodes",
"toxicAndCombustibleGasDetectors","Pr_75_50_76_88","","Pr Products","toxic and combustible gas detectors","Toxic and combustible gas detectors",
"turbiditySensors","Pr_75_50_76_90","","Pr Products","turbidity sensors","Turbidity sensors",
"voltageSensors","Pr_75_50_76_95","","Pr Products","voltage sensors","Voltage sensors",
"waterPressureSensors","Pr_75_50_76_97","","Pr Products","water pressure sensors","Water pressure sensors",
"motorsMotorControlsControlCircuitDevicesAndTimeswitches","Pr_75_51","","Pr Products","motors, motor controls, control circuit devices and timeswitches","Motors, motor controls, control circuit devices and timeswitches",
"controlCircuitDevicesAndTimeswitches","Pr_75_51_17","","Pr Products","control circuit devices and timeswitches","Control circuit devices and timeswitches",
"emergencyStopButtons","Pr_75_51_17_27","","Pr Products","emergency stop buttons","Emergency stop buttons",
"manualControlSwitches","Pr_75_51_17_50","","Pr Products","manual control switches","Manual control switches",
"pushButtonSwitches","Pr_75_51_17_66","","Pr Products","push-button switches","Push-button switches",
"safetyLimitSwitches","Pr_75_51_17_75","","Pr Products","safety limit switches","Safety limit switches",
"selectorSwitches","Pr_75_51_17_78","","Pr Products","selector switches","Selector switches",
"tariffAndLoadControlRadioTeleswitches","Pr_75_51_17_87","","Pr Products","tariff and load control radio teleswitches","Tariff and load control radio teleswitches",
"tariffAndLoadControlTimeSwitches","Pr_75_51_17_88","","Pr Products","tariff and load control time switches","Tariff and load control time switches",
"timeSwitches","Pr_75_51_17_89","","Pr Products","time switches","Time switches",
"electricMotors","Pr_75_51_26","","Pr Products","electric motors","Electric motors",
"alternatingCurrent","Pr_75_51_26_00","","Pr Products","alternating current","Alternating current (a.c.) capacitor start capacitor run motors",
"alternatingCurrent","Pr_75_51_26_01","","Pr Products","alternating current","Alternating current (a.c.) capacitor motors",
"alternatingCurrent","Pr_75_51_26_02","","Pr Products","alternating current","Alternating current (a.c.) split phase motors",
"alternatingCurrent","Pr_75_51_26_03","","Pr Products","alternating current","Alternating current (a.c.) squirrel cage induction motors",
"alternatingCurrent","Pr_75_51_26_04","","Pr Products","alternating current","Alternating current (a.c.) wound rotor induction motors",
"alternatingCurrent","Pr_75_51_26_05","","Pr Products","alternating current","Alternating current (a.c.) motors with integrated variable speed drive",
"directCurrent","Pr_75_51_26_21","","Pr Products","direct current","Direct current (d.c.) compound wound motors",
"directCurrent","Pr_75_51_26_22","","Pr Products","direct current","Direct current (d.c.) permanent magnet motors",
"directCurrent","Pr_75_51_26_23","","Pr Products","direct current","Direct current (d.c.) separately excited motors",
"directCurrent","Pr_75_51_26_24","","Pr Products","direct current","Direct current (d.c.) series wound motors",
"directCurrent","Pr_75_51_26_25","","Pr Products","direct current","Direct current (d.c.) shunt wound motors",
"universalMotors","Pr_75_51_26_92","","Pr Products","universal motors","Universal motors",
"gearboxes","Pr_75_51_35","","Pr Products","gearboxes","Gearboxes",
"bevelGearboxes","Pr_75_51_35_10","","Pr Products","bevel gearboxes","Bevel gearboxes",
"helicalGearboxes","Pr_75_51_35_35","","Pr Products","helical gearboxes","Helical gearboxes",
"planetaryGearboxes","Pr_75_51_35_65","","Pr Products","planetary gearboxes","Planetary gearboxes",
"spurGearboxes","Pr_75_51_35_80","","Pr Products","spur gearboxes","Spur gearboxes",
"variableSpeedHydraulicGearboxes","Pr_75_51_35_94","","Pr Products","variable speed hydraulic gearboxes","Variable speed hydraulic gearboxes",
"wormGearboxes","Pr_75_51_35_97","","Pr Products","worm gearboxes","Worm gearboxes",
"motorStartersVariableFrequencyDrivesAndContactors","Pr_75_51_52","","Pr Products","motor starters, variable frequency drives and contactors","Motor starters, variable frequency drives and contactors",
"alternatingCurrent","Pr_75_51_52_01","","Pr Products","alternating current","Alternating current (a.c.) drives",
"alternatingCurrent","Pr_75_51_52_02","","Pr Products","alternating current","Alternating current (a.c.) semiconductor motor controllers and starters",
"controlAndProtectiveSwitchingDevices","Pr_75_51_52_15","","Pr Products","control and protective switching devices","Control and protective switching devices",
"directOnLineStarters","Pr_75_51_52_22","","Pr Products","direct-on-line starters","Direct-on-line starters",
"electromechanicalContactors","Pr_75_51_52_26","","Pr Products","electromechanical contactors","Electromechanical contactors",
"electromechanicalControlCircuitDevices","Pr_75_51_52_27","","Pr Products","electromechanical control circuit devices","Electromechanical control circuit devices",
"overloadRelays","Pr_75_51_52_58","","Pr Products","overload relays","Overload relays",
"starDeltaStarters","Pr_75_51_52_82","","Pr Products","star-delta starters","Star-delta starters",
"variableSpeedDrives","Pr_75_51_52_94","","Pr Products","variable speed drives","Variable speed drives",
"pneumaticMotors","Pr_75_51_65","","Pr Products","pneumatic motors","Pneumatic motors",
"axialPistonMotors","Pr_75_51_65_05","","Pr Products","axial piston motors","Axial piston motors",
"sitePersonnelRecords","PM_60_60_65","","PM Project Management","site personnel records","Site personnel records",
"siteRecords","PM_60_60_70","","PM Project Management","site records","Site records",
"siteSafetyInformation","PM_60_60_75","","PM Project Management","site safety information","Site safety information",
"siteWasteManagementPlan","PM_60_60_78","","PM Project Management","site waste management plan","Site waste management plan",
"temporaryServicesRecords","PM_60_60_88","","PM Project Management","temporary services records","Temporary services records",
"temporaryWorksRecords","PM_60_60_90","","PM Project Management","temporary works records","Temporary works records",
"winchOperationPlan","PM_60_60_96","","PM Project Management","winch operation plan","Winch operation plan",
"workEquipmentReport","PM_60_60_98","","PM Project Management","work equipment report","Work equipment report",
"constructionRiskManagement","PM_60_70","","PM Project Management","construction risk management","Construction risk management",
"constructionNotificationReport","PM_60_70_15","","PM Project Management","construction notification report","Construction notification report",
"constructionPhaseHealthAndSafetyPlan","PM_60_70_17","","PM Project Management","construction phase health and safety plan","Construction phase health and safety plan",
"constructionPhaseRiskAssessmentReport","PM_60_70_18","","PM Project Management","construction phase risk assessment report","Construction phase risk assessment report",
"demolitionHazardReport","PM_60_70_20","","PM Project Management","demolition hazard report","Demolition hazard report",
"environmentalManagementPlan","PM_60_70_23","","PM Project Management","environmental management plan","Environmental management plan",
"executionHazardReport","PM_60_70_25","","PM Project Management","execution hazard report","Execution hazard report",
"healthAndSafetyAuditReport","PM_60_70_38","","PM Project Management","health and safety audit report","Health and safety audit report",
"healthAndSafetyStatement","PM_60_70_40","","PM Project Management","health and safety statement","Health and safety statement",
"productHazardReport","PM_60_70_60","","PM Project Management","product hazard report","Product hazard report",
"safetyHealthEnvironmentAndWellbeing","PM_60_70_66","","PM Project Management","safety, health, environment and wellbeing","Safety, health, environment and wellbeing (SHEW) reports",
"siteHazardReport","PM_60_70_68","","PM Project Management","site hazard report","Site hazard report",
"siteRiskAssessment","PM_60_70_70","","PM Project Management","site risk assessment","Site risk assessment",
"siteRiskReport","PM_60_70_72","","PM Project Management","site risk report","Site risk report",
"siteSecurityPolicy","PM_60_70_75","","PM Project Management","site security policy","Site security policy",
"socialResponsibilityRegistrationScheme","PM_60_70_80","","PM Project Management","social responsibility registration scheme","Social responsibility registration scheme",
"vehicleSafetyReport","PM_60_70_93","","PM Project Management","vehicle safety report","Vehicle safety report",
"welfareResponsibilityRegistrationScheme","PM_60_70_95","","PM Project Management","welfare responsibility registration scheme","Welfare responsibility registration scheme",
"contractQualityStandardsInformation","PM_60_90","","PM Project Management","contract quality standards information","Contract quality standards information",
"siteInspectionReport","PM_60_90_40","","PM Project Management","site inspection report","Site inspection report",
"lessonsLearnedLogs","PM_60_90_46","","PM Project Management","lessons learned logs","Lessons learned logs",
"lessonsLearnedReport","PM_60_90_47","","PM Project Management","lessons learned report","Lessons learned report",
"qualityControlAndManagementReport","PM_60_90_70","","PM Project Management","quality control and management report","Quality control and management report",
"testingCommissioningAndCompletionInformation","PM_70","","PM Project Management","testing, commissioning and completion information","Testing, commissioning and completion information",
"complianceAndCertificationDocuments","PM_70_15","","PM Project Management","compliance and certification documents","Compliance and certification documents",
"acousticTestCertificate","PM_70_15_01","","PM Project Management","acoustic test certificate","Acoustic test certificate",
"airtightnessTestCertificate","PM_70_15_02","","PM Project Management","airtightness test certificate","Airtightness test certificate",
"asbestosClearanceCertificate","PM_70_15_04","","PM Project Management","asbestos clearance certificate","Asbestos clearance certificate",
"buildingControlCompletionCertificate","PM_70_15_07","","PM Project Management","building control completion certificate","Building control completion certificate",
"buildingControlOccupationCertificate","PM_70_15_08","","PM Project Management","building control occupation  certificate","Building control occupation  certificate",
"cablingTestCertificate","PM_70_15_11","","PM Project Management","cabling test certificate","Cabling test certificate",
"certificateOfMakingGoodDefects","PM_70_15_12","","PM Project Management","certificate of making good defects","Certificate of making good defects",
"chlorinationCertificate","PM_70_15_13","","PM Project Management","chlorination certificate","Chlorination certificate",
"controlOfLegionellaCertificate","PM_70_15_16","","PM Project Management","control of legionella certificate","Control of legionella certificate",
"demolitionCertificate","PM_70_15_21","","PM Project Management","demolition certificate","Demolition certificate",
"disinfectionAndSterilizationCertificate","PM_70_15_23","","PM Project Management","disinfection and sterilization certificate","Disinfection and sterilization certificate",
"distributionNetworkOperator","PM_70_15_24","","PM Project Management","distribution network operator","Distribution network operator (DNO) notification certificate",
"emergencyLightingCertificate","PM_70_15_25","","PM Project Management","emergency lighting certificate","Emergency lighting certificate",
"environmentalCompletionCertificate","PM_70_15_26","","PM Project Management","environmental completion certificate","Environmental completion certificate",
"electricalTestCertificate","PM_70_15_27","","PM Project Management","electrical test certificate","Electrical test certificate",
"fireAlarmElectricalSupplyTestCertificate","PM_70_15_28","","PM Project Management","fire alarm electrical supply test certificate","Fire alarm electrical supply test certificate",
"fireSafetyAcceptanceCertificate","PM_70_15_29","","PM Project Management","fire safety acceptance certificate","Fire safety acceptance certificate",
"fireStoppingProtectionCertificate","PM_70_15_30","","PM Project Management","fire-stopping protection certificate","Fire-stopping protection certificate",
"fireStoppingProtectionRegister","PM_70_15_31","","PM Project Management","fire-stopping protection register","Fire-stopping protection register",
"flatRoofElectronicTestResults","PM_70_15_32","","PM Project Management","flat roof electronic test results","Flat roof electronic test results",
"gasInstallationPressureTestAndPurgingCertificate","PM_70_15_33","","PM Project Management","gas installation pressure test and purging certificate","Gas installation pressure test and purging certificate",
"waterWheels","Pr_60_70_65_96","","Pr Products","water wheels","Water wheels",
"windTurbineControllers","Pr_60_70_65_97","","Pr Products","wind turbine controllers","Wind turbine controllers",
