"KEY","CODE","DESCRIPTION","TABLE_NAME","TEXT","TITLE",
"textualContent","Zz_20","","Zz CAD","textual content","Textual content",
"titleSheet","Zz_10","","Zz CAD","title sheet","Title sheet",
"drawingFrame","Zz_10_20","","Zz CAD","drawing frame","Drawing frame",
"logo","Zz_10_20_45","","Zz CAD","logo","Logo",
"viewports","Zz_10_20_95","","Zz CAD","viewports","Viewports",
"holdCloudsAndNotation","Zz_10_40","","Zz CAD","hold clouds and notation","Hold clouds and notation",
"revisions","Zz_10_70","","Zz CAD","revisions","Revisions",
"annotation","Zz_10_70_05","","Zz CAD","annotation","Annotation",
"blocksAndCells","Zz_10_70_10","","Zz CAD","blocks and cells","Blocks and cells",
"cloudsAndNotations","Zz_10_70_20","","Zz CAD","clouds and notations","Clouds and notations",
"statusStamps","Zz_10_80","","Zz CAD","status stamps","Status stamps",
"annotation","Zz_20_10","","Zz CAD","annotation","Annotation",
"keynotes","Zz_20_10_40","","Zz CAD","keynotes","Keynotes",
"labels","Zz_20_10_45","","Zz CAD","labels","Labels",
"leaders","Zz_20_10_50","","Zz CAD","leaders","Leaders",
"notes","Zz_20_10_55","","Zz CAD","notes","Notes",
"reference","Zz_20_10_70","","Zz CAD","reference","Reference",
"tags","Zz_20_10_85","","Zz CAD","tags","Tags",
"text","Zz_20_10_90","","Zz CAD","text","Text",
"dimensions","Zz_20_20","","Zz CAD","dimensions","Dimensions",
"generalMasking","Zz_20_30","","Zz CAD","general masking","General masking",
"masks","Zz_20_30_50","","Zz CAD","masks","Masks",
"wipeouts","Zz_20_30_95","","Zz CAD","wipeouts","Wipeouts",
"hatching","Zz_20_40","","Zz CAD","hatching","Hatching",
"areaFill","Zz_20_40_05","","Zz CAD","area fill","Area fill",
"hatchBoundaries","Zz_20_40_35","","Zz CAD","hatch boundaries","Hatch boundaries",
"pattern","Zz_20_40_60","","Zz CAD","pattern","Pattern",
"solidFill","Zz_20_40_80","","Zz CAD","solid fill","Solid fill",
"redlining","Zz_20_70","","Zz CAD","redlining","Redlining",
"comments","Zz_20_70_20","","Zz CAD","comments","Comments",
"symbols","Zz_20_80","","Zz CAD","symbols","Symbols",
"barscales","Zz_20_80_10","","Zz CAD","barscales","Barscales",
"crossReferences","Zz_20_80_15","","Zz CAD","cross references","Cross references",
"keyPlan","Zz_20_80_40","","Zz CAD","key plan","Key plan",
"legends","Zz_20_80_50","","Zz CAD","legends","Legends",
"northPoint","Zz_20_80_55","","Zz CAD","north point","North point",
"titleAnnotation","Zz_20_90","","Zz CAD","title annotation","Title annotation",
"insertions","Zz_30","","Zz CAD","insertions","Insertions",
"blocksAndCells","Zz_30_20","","Zz CAD","blocks and cells","Blocks and cells",
"externalReferences","Zz_30_30","","Zz CAD","external references","External references",
"images","Zz_30_40","","Zz CAD","images","Images",
"objects","Zz_30_60","","Zz CAD","objects","Objects",
"tablesAndSchedules","Zz_30_90","","Zz CAD","tables and schedules","Tables and schedules",
"settingOut","Zz_35","","Zz CAD","setting out","Setting out",
"alignmentsAndSuperElevations","Zz_35_10","","Zz CAD","alignments and super elevations","Alignments and super elevations",
"horizontalAlignment","Zz_35_10_40","","Zz CAD","horizontal alignment","Horizontal alignment",
"superElevation","Zz_35_10_80","","Zz CAD","super elevation","Super elevation",
"verticalAlignment","Zz_35_10_90","","Zz CAD","vertical alignment","Vertical alignment",
"centrelines","Zz_35_20","","Zz CAD","centrelines","Centrelines",
"geospatialControlPoints","Zz_35_30","","Zz CAD","geospatial control points","Geospatial control points",
"gridlines","Zz_35_40","","Zz CAD","gridlines","Gridlines",
"ceilingGrid","Zz_35_40_20","","Zz CAD","ceiling grid","Ceiling grid",
"structuralGrid","Zz_35_40_80","","Zz CAD","structural grid","Structural grid",
"points","Zz_35_60","","Zz CAD","points","Points",
"surveyControlPoints","Zz_35_80","","Zz CAD","survey control points","Survey control points",
"benchMark","Zz_35_80_55","","Zz CAD","bench mark","Bench mark",
"trigonometricalStation","Zz_35_80_60","","Zz CAD","trigonometrical station","Trigonometrical station",
"siteBenchMark","Zz_35_80_80","","Zz CAD","site bench mark","Site bench mark",
"siteSurveyControlStation","Zz_35_80_85","","Zz CAD","site survey control station","Site survey control station",
"temporaryBenchMark","Zz_35_80_90","","Zz CAD","temporary bench mark","Temporary bench mark",
"topography","Zz_40","","Zz CAD","topography","Topography",
"contours","Zz_40_15","","Zz CAD","contours","Contours",
"majorContours","Zz_40_15_50","","Zz CAD","major contours","Major contours",
"minorContours","Zz_40_15_55","","Zz CAD","minor contours","Minor contours",
"cuttingsAndEmbankmentIndicators","Zz_40_20","","Zz CAD","cuttings and embankment indicators","Cuttings and embankment indicators",
"levelIndicators","Zz_40_50","","Zz CAD","level indicators","Level indicators",
"zonesAndBoundaries","Zz_50","","Zz CAD","zones and boundaries","Zones and boundaries",
"boundaries","Zz_50_10","","Zz CAD","boundaries","Boundaries",
"blueLineBoundary","Zz_50_10_10","","Zz CAD","blue line boundary","Blue line boundary",
"redLineBoundary","Zz_50_10_70","","Zz CAD","red line boundary","Red line boundary",
"lots","Zz_50_50","","Zz CAD","lots","Lots",
"parcels","Zz_50_60","","Zz CAD","parcels","Parcels",
"volumes","Zz_50_90","","Zz CAD","volumes","Volumes",
"zones","Zz_50_95","","Zz CAD","zones","Zones",
"drawingSymbols","Zz_60","","Zz CAD","drawing symbols","Drawing symbols",
"detailCallUps","Zz_60_20","","Zz CAD","detail call ups","Detail call ups",
"fallIndicators","Zz_60_30","","Zz CAD","fall indicators","Fall indicators",
"jointLines","Zz_60_40","","Zz CAD","joint lines","Joint lines",
"constructionJoints","Zz_60_40_15","","Zz CAD","construction joints","Construction joints",
"contractionJoints","Zz_60_40_20","","Zz CAD","contraction joints","Contraction joints",
"expansionJoints","Zz_60_40_30","","Zz CAD","expansion joints","Expansion joints",
"levels","Zz_60_45","","Zz CAD","levels","Levels",
"datum","Zz_60_45_20","","Zz CAD","datum","Datum",
"originalGroundLevel","Zz_60_45_60","","Zz CAD","original ground level","Original ground level",
"regradeGroundLevel","Zz_60_45_70","","Zz CAD","regrade ground level","Regrade ground level",
"markers","Zz_60_50","","Zz CAD","markers","Markers",
"breakMarks","Zz_60_50_10","","Zz CAD","break marks","Break marks",
"calloutMarks","Zz_60_50_20","","Zz CAD","callout marks","Callout marks",
"elevationMarks","Zz_60_50_30","","Zz CAD","elevation marks","Elevation marks",
"plan","Zz_60_50_60","","Zz CAD","plan","Plan",
"sectionMarks","Zz_60_50_80","","Zz CAD","section marks","Section marks",
"spanDirectionMarkers","Zz_60_50_85","","Zz CAD","span direction markers","Span direction markers",
"voidAndOpeningMarkers","Zz_60_50_90","","Zz CAD","void and opening markers","Void and opening markers",
"matchLines","Zz_60_55","","Zz CAD","match lines","Match lines",
"views","Zz_70","","Zz CAD","views","Views",
"3dViews","Zz_70_05","","Zz CAD","3d views","3D views",
"details","Zz_70_20","","Zz CAD","details","Details",
"elevations","Zz_70_30","","Zz CAD","elevations","Elevations",
"plans","Zz_70_60","","Zz CAD","plans","Plans",
"sections","Zz_70_80","","Zz CAD","sections","Sections",
"visualizations","Zz_70_90","","Zz CAD","visualizations","Visualizations",
"presentation","Zz_80","","Zz CAD","presentation","Presentation",
"entourage","Zz_80_30","","Zz CAD","entourage","Entourage",
"lines","Zz_80_45","","Zz CAD","lines","Lines",
"fine","Zz_80_45_10","","Zz CAD","fine","Fine",
"thin","Zz_80_45_20","","Zz CAD","thin","Thin",
"light","Zz_80_45_30","","Zz CAD","light","Light",
"medium","Zz_80_45_40","","Zz CAD","medium","Medium",
"heavy","Zz_80_45_50","","Zz CAD","heavy","Heavy",
"wide","Zz_80_45_60","","Zz CAD","wide","Wide",
"extraWide","Zz_80_45_70","","Zz CAD","extra-wide","Extra-wide",
"xxWide","Zz_80_45_80","","Zz CAD","xx wide","XX wide",
"xxxWide","Zz_80_45_90","","Zz CAD","xxx wide","XXX wide",
"people","Zz_80_60","","Zz CAD","people","People",
"treesAndPlanting","Zz_80_85","","Zz CAD","trees and planting","Trees and planting",
"vehicles","Zz_80_90","","Zz CAD","vehicles","Vehicles",
"generic3d","Zz_85","","Zz CAD","generic 3d","Generic 3D",
"3dSolids","Zz_85_05","","Zz CAD","3d solids","3D solids",
"paths","Zz_85_05_60","","Zz CAD","paths","Paths",
"solids","Zz_85_05_80","","Zz CAD","solids","Solids",
"solidVoids","Zz_85_05_85","","Zz CAD","solid voids","Solid voids",
"concept","Zz_85_20","","Zz CAD","concept","Concept",
"conceptMassing","Zz_85_20_20","","Zz CAD","concept massing","Concept massing",
"massGroup","Zz_85_20_50","","Zz CAD","mass group","Mass group",
"massSlice","Zz_85_20_55","","Zz CAD","mass slice","Mass slice",
"readmeAndPlottingLines","Zz_90","","Zz CAD","readme and plotting lines","Readme and plotting lines",
"constructionLines","Zz_90_20","","Zz CAD","construction lines","Construction lines",
"externalReferenceInformation","Zz_90_30","","Zz CAD","external reference information","External reference information",
"readme","Zz_90_70","","Zz CAD","readme","Readme",
"administrativeCommercialAndProtectiveServiceComplexes","Co_20","","Co Complexes","administrative, commercial and protective service complexes","Administrative, commercial and protective service complexes",
"legislativeComplexes","Co_20_10","","Co Complexes","legislative complexes","Legislative complexes",
"governmentalComplexes","Co_20_10_60","","Co Complexes","governmental complexes","Governmental complexes",
"administrativeComplexes","Co_20_15","","Co Complexes","administrative complexes","Administrative complexes",
"businessParks","Co_20_15_08","","Co Complexes","business parks","Business parks",
"officeComplexes","Co_20_15_58","","Co Complexes","office complexes","Office complexes",
"secularRepresentativeComplexes","Co_20_20","","Co Complexes","secular representative complexes","Secular representative complexes",
"complexesForRepresentativesOfNationStatesAbroad","Co_20_20_15","","Co Complexes","complexes for representatives of nation states abroad","Complexes for representatives of nation states abroad",
"localGovernmentComplexes","Co_20_20_40","","Co Complexes","local government complexes","Local government complexes",
"nationalGovernmentComplexes","Co_20_20_50","","Co Complexes","national government complexes","National government complexes",
"regionalGovernmentComplexes","Co_20_20_70","","Co Complexes","regional government complexes","Regional government complexes",
"motorVehicleMaintenanceAndFuellingComplexes","Co_20_45","","Co Complexes","motor vehicle maintenance and fuelling complexes","Motor vehicle maintenance and fuelling complexes",
"motorVehicleFuellingAndChargingStations","Co_20_45_50","","Co Complexes","motor vehicle fuelling and charging stations","Motor vehicle fuelling and charging stations",
"motorVehicleServicingComplexes","Co_20_45_54","","Co Complexes","motor vehicle servicing complexes","Motor vehicle servicing complexes",
"commercialComplexes","Co_20_50","","Co Complexes","commercial complexes","Commercial complexes",
"auctionComplexes","Co_20_50_05","","Co Complexes","auction complexes","Auction complexes",
"marketComplexes","Co_20_50_50","","Co Complexes","market complexes","Market complexes",
"mixedUseComplexes","Co_20_50_53","","Co Complexes","mixed use complexes","Mixed use complexes",
"paradesOfShops","Co_20_50_60","","Co Complexes","parades of shops","Parades of shops",
"retailParks","Co_20_50_71","","Co Complexes","retail parks","Retail parks",
"shoppingComplexes","Co_20_50_78","","Co Complexes","shopping complexes","Shopping complexes",
"vehicleSalesComplexes","Co_20_50_94","","Co Complexes","vehicle sales complexes","Vehicle sales complexes",
"postalComplexes","Co_20_55","","Co Complexes","postal complexes","Postal complexes",
"postalCommunicationsComplexes","Co_20_55_10","","Co Complexes","postal communications complexes","Postal communications complexes",
"militaryComplexes","Co_20_60","","Co Complexes","military complexes","Military complexes",
"airForceComplexes","Co_20_60_02","","Co Complexes","air force complexes","Air force complexes",
"armyComplexes","Co_20_60_10","","Co Complexes","army complexes","Army complexes",
"navyComplexes","Co_20_60_56","","Co Complexes","navy complexes","Navy complexes",
"lawEnforcementComplexes","Co_20_65","","Co Complexes","law enforcement complexes","Law enforcement complexes",
"lawEnforcementAgencyComplexes","Co_20_65_56","","Co Complexes","law enforcement agency complexes","Law enforcement agency complexes",
"judicialComplexes","Co_20_70","","Co Complexes","judicial complexes","Judicial complexes",
"courtComplexes","Co_20_70_18","","Co Complexes","court complexes","Court complexes",
"probationComplexes","Co_20_70_65","","Co Complexes","probation complexes","Probation complexes",
"detentionComplexes","Co_20_75","","Co Complexes","detention complexes","Detention complexes",
"immigrantDetentionComplexes","Co_20_75_42","","Co Complexes","immigrant detention complexes","Immigrant detention complexes",
"prisonComplexes","Co_20_75_64","","Co Complexes","prison complexes","Prison complexes",
"refugeeDetentionComplexes","Co_20_75_71","","Co Complexes","refugee detention complexes","Refugee detention complexes",
"weaponsTrainingComplexes","Co_20_80","","Co Complexes","weapons training complexes","Weapons training complexes",
"artilleryFiringRangeComplexes","Co_20_80_04","","Co Complexes","artillery firing range complexes","Artillery firing range complexes",
"smallArmsFiringRangeComplexes","Co_20_80_80","","Co Complexes","small arms firing range complexes","Small arms firing range complexes",
"incidentSupportComplexes","Co_20_90","","Co Complexes","incident support complexes","Incident support complexes",
"airAndSeaRescueComplexes","Co_20_90_02","","Co Complexes","air and sea rescue complexes","Air and sea rescue complexes",
"coastguardStations","Co_20_90_16","","Co Complexes","coastguard stations","Coastguard stations",
"fireBrigadeComplexes","Co_20_90_27","","Co Complexes","fire brigade complexes","Fire brigade complexes",
"lifeboatStations","Co_20_90_47","","Co Complexes","lifeboat stations","Lifeboat stations",
"mountainRescueComplexes","Co_20_90_53","","Co Complexes","mountain rescue complexes","Mountain rescue complexes",
"culturalEducationalScientificAndInformationComplexes","Co_25","","Co Complexes","cultural, educational, scientific and information complexes","Cultural, educational, scientific and information complexes",
"commemorativeComplexes","Co_25_05","","Co Complexes","commemorative complexes","Commemorative complexes",
"educationalComplexes","Co_25_10","","Co Complexes","educational complexes","Educational complexes",
"furtherEducationColleges","Co_25_10_32","","Co Complexes","further education colleges","Further education colleges",
"infantSchools","Co_25_10_41","","Co Complexes","infant schools","Infant schools",
"kindergartensNurseriesAndPreschools","Co_25_10_45","","Co Complexes","kindergartens, nurseries and preschools","Kindergartens, nurseries and preschools",
"primarySchools","Co_25_10_66","","Co Complexes","primary schools","Primary schools",
"secondarySchools","Co_25_10_77","","Co Complexes","secondary schools","Secondary schools",
"tertiaryColleges","Co_25_10_88","","Co Complexes","tertiary colleges","Tertiary colleges",
"universities","Co_25_10_92","","Co Complexes","universities","Universities",
"scientificComplexes","Co_25_30","","Co Complexes","scientific complexes","Scientific complexes",
"astronomicalObservatoryComplexes","Co_25_30_04","","Co Complexes","astronomical observatory complexes","Astronomical observatory complexes",
"botanicalGardens","Co_25_30_08","","Co Complexes","botanical gardens","Botanical gardens",
"laboratoryComplexes","Co_25_30_45","","Co Complexes","laboratory complexes","Laboratory complexes",
"researchComplexes","Co_25_30_70","","Co Complexes","research complexes","Research complexes",
"exhibitionComplexes","Co_25_50","","Co Complexes","exhibition complexes","Exhibition complexes",
"artInstallations","Co_25_50_03","","Co Complexes","art installations","Art installations",
"galleries","Co_25_50_33","","Co Complexes","galleries","Galleries",
"gardensAndArboretums","Co_25_50_34","","Co Complexes","gardens and arboretums","Gardens and arboretums",
"memorialComplexes","Co_25_50_50","","Co Complexes","memorial complexes","Memorial complexes",
"monumentComplexes","Co_25_50_52","","Co Complexes","monument complexes","Monument complexes",
"multiPurposeExhibitionComplexes","Co_25_50_54","","Co Complexes","multi-purpose exhibition complexes","Multi-purpose exhibition complexes",
"museums","Co_25_50_55","","Co Complexes","museums","Museums",
"openAirMuseums","Co_25_50_58","","Co Complexes","open-air museums","Open-air museums",
"openAirSculptureParks","Co_25_50_59","","Co Complexes","open-air sculpture parks","Open-air sculpture parks",
"zoos","Co_25_50_99","","Co Complexes","zoos","Zoos",
"informationComplexes","Co_25_70","","Co Complexes","information complexes","Information complexes",
"conferenceComplexes","Co_25_70_16","","Co Complexes","conference complexes","Conference complexes",
"documentArchives","Co_25_70_23","","Co Complexes","document archives","Document archives",
"filmArchives","Co_25_70_30","","Co Complexes","film archives","Film archives",
"informationCentres","Co_25_70_41","","Co Complexes","information centres","Information centres",
"libraryComplexes","Co_25_70_47","","Co Complexes","library complexes","Library complexes",
"worshipComplexes","Co_25_90","","Co Complexes","worship complexes","Worship complexes",
"faithWorshipComplexes","Co_25_90_30","","Co Complexes","faith worship complexes","Faith worship complexes",
"industrialComplexes","Co_30","","Co Complexes","industrial complexes","Industrial complexes",
"mineralExtractionComplexes","Co_30_10","","Co Complexes","mineral extraction complexes","Mineral extraction complexes",
"deepMines","Co_30_10_22","","Co Complexes","deep mines","Deep mines",
"driftMines","Co_30_10_24","","Co Complexes","drift mines","Drift mines",
"methaneHydratesExtractionComplexes","Co_30_10_51","","Co Complexes","methane hydrates extraction complexes","Methane hydrates extraction complexes",
"opencastMines","Co_30_10_61","","Co Complexes","opencast mines","Opencast mines",
"quarries","Co_30_10_69","","Co Complexes","quarries","Quarries",
"shaleGasExtractionComplexes","Co_30_10_77","","Co Complexes","shale gas extraction complexes","Shale gas extraction complexes",
"shaleOilExtractionComplexes","Co_30_10_78","","Co Complexes","shale oil extraction complexes","Shale oil extraction complexes",
"nuclearAndChemicalManagementComplexes","Co_30_20","","Co Complexes","nuclear and chemical management complexes","Nuclear and chemical management complexes",
"surfaceRadioactiveWasteManagementComplexes","Co_30_20_80","","Co Complexes","surface radioactive waste management complexes","Surface radioactive waste management complexes",
"undergroundRadioactiveWasteManagementComplexes","Co_30_20_95","","Co Complexes","underground radioactive waste management complexes","Underground radioactive waste management complexes",
"mineralProcessingComplexes","Co_30_30","","Co Complexes","mineral processing complexes","Mineral processing complexes",
"gasProcessingComplexes","Co_30_30_30","","Co Complexes","gas processing complexes","Gas processing complexes",
"oilProcessingComplexes","Co_30_30_50","","Co Complexes","oil processing complexes","Oil processing complexes",
"oreProcessingComplexes","Co_30_30_55","","Co Complexes","ore processing complexes","Ore processing complexes",
"animalAndPlantProductsProcessingComplexes","Co_30_40","","Co Complexes","animal and plant products processing complexes","Animal and plant products processing complexes",
"abattoirs","Co_30_40_01","","Co Complexes","abattoirs","Abattoirs",
"animalProductProcessingComplexes","Co_30_40_03","","Co Complexes","animal product processing complexes","Animal product processing complexes",
"arableCropProcessingComplexes","Co_30_40_04","","Co Complexes","arable crop processing complexes","Arable crop processing complexes",
"bakeries","Co_30_40_06","","Co Complexes","bakeries","Bakeries",
"breweries","Co_30_40_08","","Co Complexes","breweries","Breweries",
"canneries","Co_30_40_11","","Co Complexes","canneries","Canneries",
"distilleries","Co_30_40_22","","Co Complexes","distilleries","Distilleries",
"fishProcessingComplexes","Co_30_40_30","","Co Complexes","fish processing complexes","Fish processing complexes",
"horticulturalCropProcessingComplexes","Co_30_40_40","","Co Complexes","horticultural crop processing complexes","Horticultural crop processing complexes",
"mills","Co_30_40_55","","Co Complexes","mills","Mills",
"livestockProcessingComplexes","Co_30_40_60","","Co Complexes","livestock processing complexes","Livestock processing complexes",
"timberProcessingComplexes","Co_30_40_90","","Co Complexes","timber processing complexes","Timber processing complexes",
"wineries","Co_30_40_96","","Co Complexes","wineries","Wineries",
"manufacturingComplexes","Co_30_50","","Co Complexes","manufacturing complexes","Manufacturing complexes",
"heavyManufacturingComplexes","Co_30_50_37","","Co Complexes","heavy manufacturing complexes","Heavy manufacturing complexes",
"industrialParks","Co_30_50_41","","Co Complexes","industrial parks","Industrial parks",
"lightManufacturingComplexes","Co_30_50_47","","Co Complexes","light manufacturing complexes","Light manufacturing complexes",
"shipAndBoatBuildingYards","Co_30_50_77","","Co Complexes","ship and boat building yards","Ship and boat building yards",
"cleaningAndMaintenanceComplexes","Co_30_60","","Co Complexes","cleaning and maintenance complexes","Cleaning and maintenance complexes",
"commercialLaundries","Co_30_60_15","","Co Complexes","commercial laundries","Commercial laundries",
"vehicleCleaningComplexes","Co_30_60_94","","Co Complexes","vehicle-cleaning complexes","Vehicle-cleaning complexes",
"mechanicalPowerGenerationComplexes","Co_30_80","","Co Complexes","mechanical power generation complexes","Mechanical power generation complexes",
"kineticPowerGenerationComplexes","Co_30_80_10","","Co Complexes","kinetic power generation complexes","Kinetic power generation complexes",
"marineAndWaterMaintenanceComplexes","Co_30_85","","Co Complexes","marine and water maintenance complexes","Marine and water maintenance complexes",
"warehousingAndDistributionComplexes","Co_30_90","","Co Complexes","warehousing and distribution complexes","Warehousing and distribution complexes",
"waterAndLandManagementComplexes","Co_32","","Co Complexes","water and land management complexes","Water and land management complexes",
"agriculturalAndHorticulturalComplexes","Co_32_10","","Co Complexes","agricultural and horticultural complexes","Agricultural and horticultural complexes",
"arableFarms","Co_32_10_02","","Co Complexes","arable farms","Arable farms",
"crofts","Co_32_10_15","","Co Complexes","crofts","Crofts",
"fishFarms","Co_32_10_28","","Co Complexes","fish farms","Fish farms",
"fishHatcheries","Co_32_10_30","","Co Complexes","fish hatcheries","Fish hatcheries",
"horticulturalNurseries","Co_32_10_39","","Co Complexes","horticultural nurseries","Horticultural nurseries",
"livestockFarms","Co_32_10_46","","Co Complexes","livestock farms","Livestock farms",
"managedForests","Co_32_10_50","","Co Complexes","managed forests","Managed forests",
"orchards","Co_32_10_58","","Co Complexes","orchards","Orchards",
"vineyards","Co_32_10_94","","Co Complexes","vineyards","Vineyards",
"damComplexes","Co_32_15","","Co Complexes","dam complexes","Dam complexes",
"archDams","Co_32_15_05","","Co Complexes","arch dams","Arch dams",
"buttressDams","Co_32_15_10","","Co Complexes","buttress dams","Buttress dams",
"earthDams","Co_32_15_26","","Co Complexes","earth dams","Earth dams",
"gravityDams","Co_32_15_35","","Co Complexes","gravity dams","Gravity dams",
"rockFillDams","Co_32_15_73","","Co Complexes","rock fill dams","Rock fill dams",
"designatedLandAreas","Co_32_20","","Co Complexes","designated land areas","Designated land areas",
"areasOfSpecialArchitecturalOrHistoricalInterest","Co_32_20_04","","Co Complexes","areas of special architectural or historical interest","Areas of special architectural or historical interest",
"commons","Co_32_20_17","","Co Complexes","commons","Commons",
"designatedArchaeologicalSites","Co_32_20_22","","Co Complexes","designated archaeological sites","Designated archaeological sites",
"designatedNatureReserves","Co_32_20_23","","Co Complexes","designated nature reserves","Designated nature reserves",
"nationalParks","Co_32_20_57","","Co Complexes","national parks","National parks",
"planningZones","Co_32_20_65","","Co Complexes","planning zones","Planning zones",
"marineWaysAndWaterwayComplexes","Co_32_50","","Co Complexes","marine ways and waterway complexes","Marine ways and waterway complexes",
"causeways","Co_32_50_11","","Co Complexes","causeways","Causeways",
"lighthouseComplexes","Co_32_50_48","","Co Complexes","lighthouse complexes","Lighthouse complexes",
"vesselBerthingComplexes","Co_32_50_94","","Co Complexes","vessel berthing complexes","Vessel berthing complexes",
"vesselLaunchingComplexes","Co_32_50_95","","Co Complexes","vessel launching complexes","Vessel launching complexes",
"marineAndWaterProtectionComplexes","Co_32_55","","Co Complexes","marine and water protection complexes","Marine and water protection complexes",
"coastalProtectionComplexes","Co_32_55_20","","Co Complexes","coastal protection complexes","Coastal protection complexes",
"erosionProtectionComplexes","Co_32_55_27","","Co Complexes","erosion protection complexes","Erosion protection complexes",
"floodProtectionComplexes","Co_32_55_30","","Co Complexes","flood protection complexes","Flood protection complexes",
"naturalAreas","Co_32_65","","Co Complexes","natural areas","Natural areas",
"aquifers","Co_32_65_04","","Co Complexes","aquifers","Aquifers",
"cliffs","Co_32_65_15","","Co Complexes","cliffs","Cliffs",
"coastalZones","Co_32_65_16","","Co Complexes","coastal zones","Coastal zones",
"deserts","Co_32_65_22","","Co Complexes","deserts","Deserts",
"estuaries","Co_32_65_27","","Co Complexes","estuaries","Estuaries",
"forests","Co_32_65_30","","Co Complexes","forests","Forests",
"hills","Co_32_65_38","","Co Complexes","hills","Hills",
"lakes","Co_32_65_46","","Co Complexes","lakes","Lakes",
"mountains","Co_32_65_54","","Co Complexes","mountains","Mountains",
"ponds","Co_32_65_64","","Co Complexes","ponds","Ponds",
"rivers","Co_32_65_72","","Co Complexes","rivers","Rivers",
"saltMarshes","Co_32_65_75","","Co Complexes","salt marshes","Salt marshes",
"seasonalWetlands","Co_32_65_79","","Co Complexes","seasonal wetlands","Seasonal wetlands",
"springs","Co_32_65_82","","Co Complexes","springs","Springs",
"streamsBrooksAndBurns","Co_32_65_85","","Co Complexes","streams, brooks and burns","Streams, brooks and burns",
"woodlands","Co_32_65_96","","Co Complexes","woodlands","Woodlands",
"waterControlAndRetainingComplexes","Co_32_85","","Co Complexes","water control and retaining complexes","Water control and retaining complexes",
"lockComplexes","Co_32_85_50","","Co Complexes","lock complexes","Lock complexes",
"reservoirs","Co_32_85_70","","Co Complexes","reservoirs","Reservoirs",
"tidalBarriers","Co_32_85_88","","Co Complexes","tidal barriers","Tidal barriers",
"waterControlComplexes","Co_32_85_96","","Co Complexes","water control complexes","Water control complexes",
"waterLevelAndFlowMonitoringComplexes","Co_32_85_97","","Co Complexes","water level and flow monitoring complexes","Water level and flow monitoring complexes",
"waterPumpingComplexes","Co_32_85_98","","Co Complexes","water pumping complexes","Water pumping complexes",
"medicalHealthWelfareAndSanitaryComplexes","Co_35","","Co Complexes","medical, health, welfare and sanitary complexes","Medical, health, welfare and sanitary complexes",
"medicalComplexes","Co_35_10","","Co Complexes","medical complexes","Medical complexes",
"airAmbulanceComplexes","Co_35_10_02","","Co Complexes","air ambulance complexes","Air ambulance complexes",
"ambulanceComplexes","Co_35_10_03","","Co Complexes","ambulance complexes","Ambulance complexes",
"clinicalComplexes","Co_35_10_15","","Co Complexes","clinical complexes","Clinical complexes",
"hospitalComplexes","Co_35_10_37","","Co Complexes","hospital complexes","Hospital complexes",
"welfareComplexes","Co_35_50","","Co Complexes","welfare complexes","Welfare complexes",
"fitnessAndDetoxComplexes","Co_35_50_30","","Co Complexes","fitness and detox complexes","Fitness and detox complexes",
"hospices","Co_35_50_37","","Co Complexes","hospices","Hospices",
"nursingHomes","Co_35_50_58","","Co Complexes","nursing homes","Nursing homes",
"quarantineStations","Co_35_50_69","","Co Complexes","quarantine stations","Quarantine stations",
"spaComplexes","Co_35_50_82","","Co Complexes","spa complexes","Spa complexes",
"turkishBaths","Co_35_50_90","","Co Complexes","turkish baths","Turkish baths",
"funeraryComplexes","Co_35_70","","Co Complexes","funerary complexes","Funerary complexes",
"cemeteries","Co_35_70_13","","Co Complexes","cemeteries","Cemeteries",
"crematoriums","Co_35_70_16","","Co Complexes","crematoriums","Crematoriums",
"funeralComplexes","Co_35_70_32","","Co Complexes","funeral complexes","Funeral complexes",
"animalComplexes","Co_35_85","","Co Complexes","animal complexes","Animal complexes",
"animalCageComplexes","Co_35_85_02","","Co Complexes","animal cage complexes","Animal cage complexes",
"animalPenComplexes","Co_35_85_03","","Co Complexes","animal pen complexes","Animal pen complexes",
"aquariums","Co_35_85_04","","Co Complexes","aquariums","Aquariums",
"aviaryComplexes","Co_35_85_05","","Co Complexes","aviary complexes","Aviary complexes",
"kennelComplexes","Co_35_85_45","","Co Complexes","kennel complexes","Kennel complexes",
"stableComplexes","Co_35_85_85","","Co Complexes","stable complexes","Stable complexes",
"animalMedicalHealthWelfareFuneraryAndSanitaryComplexes","Co_35_90","","Co Complexes","animal medical, health, welfare, funerary and sanitary complexes","Animal medical, health, welfare, funerary and sanitary complexes",
"animalFuneraryComplexes","Co_35_90_02","","Co Complexes","animal funerary complexes","Animal funerary complexes",
"animalQuarantineStations","Co_35_90_03","","Co Complexes","animal quarantine stations","Animal quarantine stations",
"veterinaryComplexes","Co_35_90_95","","Co Complexes","veterinary complexes","Veterinary complexes",
"recreationalComplexes","Co_40","","Co Complexes","recreational complexes","Recreational complexes",
"amusementComplexes","Co_40_05","","Co Complexes","amusement complexes","Amusement complexes",
"amphitheatres","Co_40_05_02","","Co Complexes","amphitheatres","Amphitheatres",
"amusementParks","Co_40_05_03","","Co Complexes","amusement parks","Amusement parks",
"eSportComplexes","Co_40_05_27","","Co Complexes","e-sport complexes","E-sport complexes",
"fairgroundComplexes","Co_40_05_30","","Co Complexes","fairground complexes","Fairground complexes",
